Subject No 10248Individual Scores: V 100 | C 97.96Overall score: 98.98
Subject No 24743Individual Scores: V 100 | C 92.95Overall score: 96.47

Subject No 6481Individual Scores: V 100 | C 92.91Overall score: 96.45

Subject No 7676Individual Scores: V 100 | C 92.86Overall score: 96.43

Subject No 5193Individual Scores: V 100 | C 92.85Overall score: 96.42

Subject No 13373Individual Scores: V 100 | C 92.69Overall score: 96.34

Subject No 1986Individual Scores: V 100 | C 92.65Overall score: 96.33

Subject No 11700Individual Scores: V 100 | C 92.62Overall score: 96.31

Subject No 16560Individual Scores: V 100 | C 92.62Overall score: 96.31

Subject No 19754Individual Scores: V 100 | C 92.57Overall score: 96.28

Subject No 2338Individual Scores: V 100 | C 92.54Overall score: 96.27

Subject No 4317Individual Scores: V 100 | C 92.54Overall score: 96.27

Subject No 13110Individual Scores: V 100 | C 92.5Overall score: 96.25

Subject No 9253Individual Scores: V 100 | C 92.49Overall score: 96.25

Subject No 12346Individual Scores: V 100 | C 92.45Overall score: 96.22

Subject No 13329Individual Scores: V 100 | C 92.42Overall score: 96.21

Subject No 20124Individual Scores: V 100 | C 92.36Overall score: 96.18

Subject No 8795Individual Scores: V 100 | C 92.36Overall score: 96.18

Subject No 13422Individual Scores: V 100 | C 92.25Overall score: 96.12

Subject No 8427Individual Scores: V 100 | C 92.24Overall score: 96.12

Subject No 20236Individual Scores: V 100 | C 92.19Overall score: 96.09

Subject No 11018Individual Scores: V 100 | C 92.11Overall score: 96.06

Subject No 12365Individual Scores: V 100 | C 92.12Overall score: 96.06

Subject No 5710Individual Scores: V 100 | C 92.06Overall score: 96.03

Subject No 1563Individual Scores: V 100 | C 92.03Overall score: 96.02

Subject No 12008Individual Scores: V 100 | C 91.97Overall score: 95.98

Subject No 16590Individual Scores: V 100 | C 91.94Overall score: 95.97

Subject No 4641Individual Scores: V 100 | C 91.94Overall score: 95.97

Subject No 9686Individual Scores: V 100 | C 91.94Overall score: 95.97

Subject No 18357Individual Scores: V 100 | C 91.92Overall score: 95.96

Subject No 15563Individual Scores: V 100 | C 91.81Overall score: 95.91

Subject No 1767Individual Scores: V 100 | C 91.79Overall score: 95.90

Subject No 18711Individual Scores: V 100 | C 91.79Overall score: 95.90

Subject No 13702Individual Scores: V 100 | C 91.76Overall score: 95.88

Subject No 2467Individual Scores: V 100 | C 91.74Overall score: 95.87

Subject No 5244Individual Scores: V 100 | C 91.74Overall score: 95.87

Subject No 24271Individual Scores: V 100 | C 91.67Overall score: 95.84

Subject No 2759Individual Scores: V 100 | C 91.67Overall score: 95.84

Subject No 3703Individual Scores: V 100 | C 91.67Overall score: 95.84

Subject No 8167Individual Scores: V 100 | C 91.67Overall score: 95.84

Subject No 15722Individual Scores: V 100 | C 91.64Overall score: 95.82

Subject No 9454Individual Scores: V 100 | C 91.51Overall score: 95.75

Subject No 19470Individual Scores: V 100 | C 91.48Overall score: 95.74

Subject No 4290Individual Scores: V 100 | C 91.48Overall score: 95.74

Subject No 15057Individual Scores: V 100 | C 91.39Overall score: 95.69

Subject No 21185Individual Scores: V 100 | C 91.39Overall score: 95.69

Subject No 7778Individual Scores: V 100 | C 91.39Overall score: 95.69

Subject No 5885Individual Scores: V 100 | C 91.27Overall score: 95.63

Subject No 21202Individual Scores: V 100 | C 91.25Overall score: 95.62

Subject No 11638Individual Scores: V 100 | C 91.12Overall score: 95.56

Subject No 14520Individual Scores: V 100 | C 91.11Overall score: 95.56

Subject No 15749Individual Scores: V 100 | C 91.09Overall score: 95.55

Subject No 9856Individual Scores: V 100 | C 91.09Overall score: 95.55

Subject No 7798Individual Scores: V 100 | C 91.01Overall score: 95.50

Subject No 22936Individual Scores: V 100 | C 90.98Overall score: 95.49

Subject No 13259Individual Scores: V 100 | C 90.97Overall score: 95.48

Subject No 20747Individual Scores: V 100 | C 90.93Overall score: 95.47

Subject No 9965Individual Scores: V 100 | C 90.95Overall score: 95.47

Subject No 8668Individual Scores: V 100 | C 90.92Overall score: 95.46

Subject No 23568Individual Scores: V 100 | C 90.82Overall score: 95.41

Subject No 14507Individual Scores: V 100 | C 90.77Overall score: 95.38

Subject No 9710Individual Scores: V 100 | C 90.76Overall score: 95.38

Subject No 19493Individual Scores: V 100 | C 90.66Overall score: 95.33

Subject No 2636Individual Scores: V 100 | C 90.58Overall score: 95.29

Subject No 13258Individual Scores: V 100 | C 90.56Overall score: 95.28

Subject No 22020Individual Scores: V 100 | C 90.56Overall score: 95.28

Subject No 18333Individual Scores: V 100 | C 90.54Overall score: 95.27

Subject No 7616Individual Scores: V 100 | C 90.53Overall score: 95.27

Subject No 10948Individual Scores: V 100 | C 90.52Overall score: 95.26

Subject No 14176Individual Scores: V 100 | C 90.51Overall score: 95.25

Subject No 3218Individual Scores: V 100 | C 90.47Overall score: 95.23

Subject No 13214Individual Scores: V 100 | C 90.42Overall score: 95.21

Subject No 16518Individual Scores: V 100 | C 90.4Overall score: 95.20

Subject No 23734Individual Scores: V 100 | C 90.32Overall score: 95.16

Subject No 6878Individual Scores: V 100 | C 90.33Overall score: 95.16

Subject No 11162Individual Scores: V 100 | C 90.28Overall score: 95.14

Subject No 12351Individual Scores: V 100 | C 90.28Overall score: 95.14

Subject No 21666Individual Scores: V 100 | C 90.28Overall score: 95.14

Subject No 3070Individual Scores: V 100 | C 90.26Overall score: 95.13

Subject No 12797Individual Scores: V 100 | C 90.23Overall score: 95.12

Subject No 10075Individual Scores: V 100 | C 90.2Overall score: 95.10

Subject No 19079Individual Scores: V 100 | C 90.21Overall score: 95.10

Subject No 2589Individual Scores: V 100 | C 90.2Overall score: 95.10

Subject No 12733Individual Scores: V 100 | C 90.17Overall score: 95.09

Subject No 11288Individual Scores: V 100 | C 90.16Overall score: 95.08

Subject No 13627Individual Scores: V 100 | C 90.16Overall score: 95.08

Subject No 21144Individual Scores: V 100 | C 90.16Overall score: 95.08

Subject No 9889Individual Scores: V 100 | C 90.12Overall score: 95.06

Subject No 10369Individual Scores: V 100 | C 90.08Overall score: 95.04

Subject No 21955Individual Scores: V 100 | C 90.07Overall score: 95.03

Subject No 24387Individual Scores: V 100 | C 90.03Overall score: 95.02

Subject No 18082Individual Scores: V 100 | C 89.93Overall score: 94.97

Subject No 6917Individual Scores: V 100 | C 89.93Overall score: 94.97

Subject No 8109Individual Scores: V 100 | C 89.9Overall score: 94.95

Subject No 23318Individual Scores: V 100 | C 89.82Overall score: 94.91

Subject No 8231Individual Scores: V 100 | C 89.82Overall score: 94.91

Subject No 15054Individual Scores: V 100 | C 89.77Overall score: 94.88

Subject No 8731Individual Scores: V 100 | C 89.77Overall score: 94.88

Subject No 21093Individual Scores: V 100 | C 89.74Overall score: 94.87

Subject No 16055Individual Scores: V 100 | C 89.72Overall score: 94.86

Subject No 16684Individual Scores: V 100 | C 89.72Overall score: 94.86

Subject No 16088Individual Scores: V 100 | C 89.7Overall score: 94.85

Subject No 8698Individual Scores: V 100 | C 89.71Overall score: 94.85

Subject No 21630Individual Scores: V 100 | C 89.67Overall score: 94.84

Subject No 10835Individual Scores: V 100 | C 89.66Overall score: 94.83

Subject No 20479Individual Scores: V 100 | C 89.66Overall score: 94.83

Subject No 16554Individual Scores: V 100 | C 89.58Overall score: 94.79

Subject No 2639Individual Scores: V 100 | C 89.49Overall score: 94.75

Subject No 16275Individual Scores: V 100 | C 89.33Overall score: 94.66

Subject No 23546Individual Scores: V 100 | C 89.29Overall score: 94.65

Subject No 14953Individual Scores: V 100 | C 89.22Overall score: 94.61

Subject No 20528Individual Scores: V 100 | C 89.2Overall score: 94.60

Subject No 10675Individual Scores: V 100 | C 88.89Overall score: 94.44

Subject No 11722Individual Scores: V 100 | C 88.89Overall score: 94.44

Subject No 14667Individual Scores: V 100 | C 88.89Overall score: 94.44

Subject No 19728Individual Scores: V 100 | C 88.89Overall score: 94.44

Subject No 24465Individual Scores: V 100 | C 88.89Overall score: 94.44

Subject No 3513Individual Scores: V 100 | C 88.89Overall score: 94.44

Subject No 12540Individual Scores: V 100 | C 88.81Overall score: 94.41

Subject No 16943Individual Scores: V 100 | C 88.75Overall score: 94.38

Subject No 17026Individual Scores: V 100 | C 88.76Overall score: 94.38

Subject No 7979Individual Scores: V 100 | C 88.76Overall score: 94.38

Subject No 14651Individual Scores: V 100 | C 88.73Overall score: 94.37

Subject No 23895Individual Scores: V 100 | C 88.69Overall score: 94.34

Subject No 24772Individual Scores: V 100 | C 88.67Overall score: 94.34

Subject No 5382Individual Scores: V 100 | C 88.69Overall score: 94.34

Subject No 8393Individual Scores: V 100 | C 88.69Overall score: 94.34

Subject No 24099Individual Scores: V 100 | C 88.63Overall score: 94.31

Subject No 15641Individual Scores: V 100 | C 88.58Overall score: 94.29

Subject No 20711Individual Scores: V 100 | C 88.47Overall score: 94.23

Subject No 2090Individual Scores: V 100 | C 88.46Overall score: 94.23

Subject No 18456Individual Scores: V 100 | C 88.45Overall score: 94.22

Subject No 21900Individual Scores: V 100 | C 88.43Overall score: 94.22

Subject No 18892Individual Scores: V 100 | C 88.42Overall score: 94.21

Subject No 23933Individual Scores: V 100 | C 88.38Overall score: 94.19

Subject No 6630Individual Scores: V 100 | C 88.33Overall score: 94.16

Subject No 21195Individual Scores: V 100 | C 88.19Overall score: 94.09

Subject No 13316Individual Scores: V 100 | C 88.1Overall score: 94.05

Subject No 6214Individual Scores: V 100 | C 88.1Overall score: 94.05

Subject No 23450Individual Scores: V 100 | C 88.03Overall score: 94.02

Subject No 17775Individual Scores: V 100 | C 87.78Overall score: 93.89

Subject No 3267Individual Scores: V 100 | C 87.74Overall score: 93.87

Subject No 22788Individual Scores: V 100 | C 87.71Overall score: 93.85

Subject No 10799Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 11920Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 18629Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 19223Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 20600Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 24330Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 24477Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 3935Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 6510Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 6958Individual Scores: V 100 | C 87.5Overall score: 93.75

Subject No 13948Individual Scores: V 100 | C 87.42Overall score: 93.71

Subject No 24029Individual Scores: V 100 | C 87.3Overall score: 93.65

Subject No 7241Individual Scores: V 100 | C 87.26Overall score: 93.63

Subject No 13330Individual Scores: V 100 | C 87.15Overall score: 93.58

Subject No 1544Individual Scores: V 100 | C 87.15Overall score: 93.58

Subject No 15754Individual Scores: V 100 | C 87.15Overall score: 93.58

Subject No 5692Individual Scores: V 100 | C 87.11Overall score: 93.56

Subject No 21538Individual Scores: V 100 | C 87.1Overall score: 93.55

Subject No 5247Individual Scores: V 100 | C 86.9Overall score: 93.45

Subject No 24938Individual Scores: V 100 | C 86.84Overall score: 93.42

Subject No 20084Individual Scores: V 100 | C 86.81Overall score: 93.41

Subject No 13033Individual Scores: V 100 | C 86.62Overall score: 93.31

Subject No 22941Individual Scores: V 100 | C 86.61Overall score: 93.31

Subject No 9094Individual Scores: V 100 | C 86.58Overall score: 93.29

Subject No 16076Individual Scores: V 100 | C 86.57Overall score: 93.28

Subject No 22337Individual Scores: V 100 | C 86.39Overall score: 93.19

Subject No 10134Individual Scores: V 100 | C 86.35Overall score: 93.17

Subject No 20421Individual Scores: V 100 | C 86.25Overall score: 93.12

Subject No 11019Individual Scores: V 100 | C 86.22Overall score: 93.11

Subject No 23478Individual Scores: V 100 | C 86.2Overall score: 93.10

Subject No 11870Individual Scores: V 100 | C 86.18Overall score: 93.09

Subject No 24776Individual Scores: V 100 | C 86.18Overall score: 93.09

Subject No 21318Individual Scores: V 100 | C 86.11Overall score: 93.06

Subject No 6398Individual Scores: V 100 | C 86.11Overall score: 93.06

Subject No 6850Individual Scores: V 100 | C 86.13Overall score: 93.06

Subject No 11032Individual Scores: V 100 | C 86.03Overall score: 93.02

Subject No 14768Individual Scores: V 100 | C 86.04Overall score: 93.02

Subject No 24785Individual Scores: V 100 | C 85.9Overall score: 92.95

Subject No 9555Individual Scores: V 100 | C 85.78Overall score: 92.89

Subject No 1709Individual Scores: V 100 | C 85.73Overall score: 92.87

Subject No 6279Individual Scores: V 100 | C 85.42Overall score: 92.71

Subject No 14082Individual Scores: V 100 | C 85.23Overall score: 92.62

Subject No 19308Individual Scores: V 100 | C 85.18Overall score: 92.59

Subject No 23092Individual Scores: V 100 | C 85.19Overall score: 92.59

Subject No 14603Individual Scores: V 100 | C 85.04Overall score: 92.52

Subject No 16696Individual Scores: V 100 | C 85.0Overall score: 92.50

Subject No 22442Individual Scores: V 100 | C 84.86Overall score: 92.43

Subject No 7698Individual Scores: V 100 | C 84.8Overall score: 92.40

Subject No 4113Individual Scores: V 100 | C 84.72Overall score: 92.36

Subject No 2667Individual Scores: V 100 | C 84.7Overall score: 92.35

Subject No 18436Individual Scores: V 100 | C 84.69Overall score: 92.34

Subject No 1988Individual Scores: V 100 | C 84.68Overall score: 92.34

Subject No 7965Individual Scores: V 100 | C 84.65Overall score: 92.33

Subject No 4187Individual Scores: V 100 | C 84.48Overall score: 92.24

Subject No 22383Individual Scores: V 100 | C 84.34Overall score: 92.17

Subject No 9061Individual Scores: V 100 | C 84.26Overall score: 92.13

Subject No 18673Individual Scores: V 100 | C 84.22Overall score: 92.11

Subject No 12233Individual Scores: V 100 | C 84.17Overall score: 92.09

Subject No 22449Individual Scores: V 100 | C 84.19Overall score: 92.09

Subject No 17692Individual Scores: V 100 | C 84.02Overall score: 92.01

Subject No 17133Individual Scores: V 100 | C 83.98Overall score: 91.99

Subject No 17412Individual Scores: V 100 | C 83.75Overall score: 91.88

Subject No 17328Individual Scores: V 100 | C 83.61Overall score: 91.81

Subject No 16551Individual Scores: V 100 | C 83.54Overall score: 91.77

Subject No 17218Individual Scores: V 100 | C 83.49Overall score: 91.75

Subject No 7809Individual Scores: V 100 | C 83.51Overall score: 91.75

Subject No 12567Individual Scores: V 100 | C 83.4Overall score: 91.70

Subject No 15930Individual Scores: V 100 | C 83.33Overall score: 91.66

Subject No 18233Individual Scores: V 100 | C 83.33Overall score: 91.66

Subject No 20891Individual Scores: V 100 | C 83.33Overall score: 91.66

Subject No 24975Individual Scores: V 100 | C 83.33Overall score: 91.66

Subject No 3347Individual Scores: V 100 | C 83.33Overall score: 91.66

Subject No 4655Individual Scores: V 100 | C 83.33Overall score: 91.66

Subject No 24663Individual Scores: V 100 | C 83.09Overall score: 91.55

Subject No 12125Individual Scores: V 100 | C 83.07Overall score: 91.53

Subject No 22933Individual Scores: V 100 | C 82.64Overall score: 91.32

Subject No 20804Individual Scores: V 100 | C 82.59Overall score: 91.30

Subject No 4405Individual Scores: V 100 | C 82.55Overall score: 91.28

Subject No 23780Individual Scores: V 100 | C 82.11Overall score: 91.06

Subject No 16025Individual Scores: V 100 | C 81.94Overall score: 90.97

Subject No 8258Individual Scores: V 100 | C 81.84Overall score: 90.92

Subject No 20966Individual Scores: V 100 | C 81.78Overall score: 90.89

Subject No 19338Individual Scores: V 100 | C 81.69Overall score: 90.84

Subject No 2045Individual Scores: V 100 | C 81.6Overall score: 90.80

Subject No 18200Individual Scores: V 100 | C 81.57Overall score: 90.78

Subject No 9341Individual Scores: V 100 | C 81.55Overall score: 90.78

Subject No 24018Individual Scores: V 100 | C 81.48Overall score: 90.74

Subject No 7709Individual Scores: V 100 | C 81.39Overall score: 90.69

Subject No 7184Individual Scores: V 100 | C 81.31Overall score: 90.66

Subject No 18908Individual Scores: V 100 | C 81.03Overall score: 90.52

Subject No 23162Individual Scores: V 100 | C 81.01Overall score: 90.50

Subject No 24622Individual Scores: V 100 | C 81.0Overall score: 90.50

Subject No 17978Individual Scores: V 100 | C 80.56Overall score: 90.28

Subject No 7427Individual Scores: V 100 | C 80.56Overall score: 90.28

Subject No 11957Individual Scores: V 100 | C 80.25Overall score: 90.12

Subject No 8296Individual Scores: V 100 | C 80.05Overall score: 90.03

Subject No 23197Individual Scores: V 100 | C 80.01Overall score: 90.00

Subject No 3145Individual Scores: V 100 | C 80.0Overall score: 90.00

Subject No 7223Individual Scores: V 100 | C 79.86Overall score: 89.93

Subject No 18484Individual Scores: V 100 | C 79.83Overall score: 89.91

Subject No 23680Individual Scores: V 100 | C 79.81Overall score: 89.91

Subject No 20460Individual Scores: V 100 | C 79.65Overall score: 89.83

Subject No 23577Individual Scores: V 100 | C 79.63Overall score: 89.81

Subject No 17882Individual Scores: V 100 | C 79.6Overall score: 89.80

Subject No 22450Individual Scores: V 100 | C 79.5Overall score: 89.75

Subject No 21574Individual Scores: V 100 | C 79.46Overall score: 89.73

Subject No 12410Individual Scores: V 100 | C 79.31Overall score: 89.66

Subject No 12367Individual Scores: V 100 | C 79.17Overall score: 89.59

Subject No 16860Individual Scores: V 100 | C 79.17Overall score: 89.59

Subject No 19833Individual Scores: V 100 | C 79.13Overall score: 89.56

Subject No 14836Individual Scores: V 100 | C 78.98Overall score: 89.49

Subject No 14862Individual Scores: V 100 | C 78.82Overall score: 89.41

Subject No 24263Individual Scores: V 100 | C 78.17Overall score: 89.09

Subject No 20816Individual Scores: V 100 | C 77.95Overall score: 88.97

Subject No 19029Individual Scores: V 100 | C 77.83Overall score: 88.91

Subject No 16492Individual Scores: V 100 | C 77.78Overall score: 88.89

Subject No 20312Individual Scores: V 100 | C 77.78Overall score: 88.89

Subject No 4390Individual Scores: V 100 | C 77.71Overall score: 88.85

Subject No 4787Individual Scores: V 100 | C 77.08Overall score: 88.54

Subject No 14334Individual Scores: V 100 | C 76.97Overall score: 88.48

Subject No 12344Individual Scores: V 100 | C 76.48Overall score: 88.24

Subject No 15301Individual Scores: V 100 | C 76.39Overall score: 88.19

Subject No 4588Individual Scores: V 100 | C 76.04Overall score: 88.02

Subject No 6534Individual Scores: V 100 | C 75.69Overall score: 87.84

Subject No 3178Individual Scores: V 100 | C 75.39Overall score: 87.69

Subject No 22010Individual Scores: V 100 | C 75.35Overall score: 87.67

Subject No 12798Individual Scores: V 100 | C 75.05Overall score: 87.53

Subject No 5527Individual Scores: V 100 | C 75.0Overall score: 87.50

Subject No 11285Individual Scores: V 100 | C 74.86Overall score: 87.43

Subject No 12003Individual Scores: V 100 | C 74.6Overall score: 87.30

Subject No 17239Individual Scores: V 100 | C 74.49Overall score: 87.25

Subject No 23150Individual Scores: V 100 | C 74.36Overall score: 87.18

Subject No 17130Individual Scores: V 100 | C 74.23Overall score: 87.12

Subject No 8803Individual Scores: V 100 | C 74.1Overall score: 87.05

Subject No 9676Individual Scores: V 100 | C 73.93Overall score: 86.97

